date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:51:45	7618/7618	---M--	200	added ('OK')	image/png	date:Thu,%2020%20May%202021%2013:35:44%20GMT	https://katsudoto.id/media/template/biasa-01/02/line-02-md.png	C:/My%20Web%20Sites/wed1/katsudoto.id/media/template/biasa-01/02/line-02-md.png	(from https://katsudoto.id/src/template/global.css?1666284641)
23:51:45	10727/10727	---M--	200	added ('OK')	image/png	date:Thu,%2020%20May%202021%2013:35:48%20GMT	https://katsudoto.id/media/template/biasa-01/02/orn-01.png	C:/My%20Web%20Sites/wed1/katsudoto.id/media/template/biasa-01/02/orn-01.png	(from https://katsudoto.id/src/template/global.css?1666284641)
23:51:46	111206/111206	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Aug%202021%2004:57:30%20GMT	https://katsudoto.id/media/template/biasa-01/02/bg-md-01.jpg	C:/My%20Web%20Sites/wed1/katsudoto.id/media/template/biasa-01/02/bg-md-01.jpg	(from https://katsudoto.id/src/template/global.css?1666284641)
23:51:46	213305/213305	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Aug%202021%2004:57:30%20GMT	https://katsudoto.id/media/template/biasa-01/02/bg-lg-01.jpg	C:/My%20Web%20Sites/wed1/katsudoto.id/media/template/biasa-01/02/bg-lg-01.jpg	(from https://katsudoto.id/src/template/global.css?1666284641)
23:51:46	49111/49111	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Aug%202021%2004:57:30%20GMT	https://katsudoto.id/media/template/biasa-01/02/bg-sm-01.jpg	C:/My%20Web%20Sites/wed1/katsudoto.id/media/template/biasa-01/02/bg-sm-01.jpg	(from https://katsudoto.id/src/template/global.css?1666284641)
23:51:46	32169/32169	---M--	200	added ('OK')	image/png	date:Thu,%2020%20May%202021%2013:35:55%20GMT	https://katsudoto.id/media/template/biasa-01/03/flower-01.png	C:/My%20Web%20Sites/wed1/katsudoto.id/media/template/biasa-01/03/flower-01.png	(from https://katsudoto.id/src/template/global.css?1666284641)
23:51:46	27583/27583	---M--	200	added ('OK')	image/png	date:Thu,%2020%20May%202021%2013:35:56%20GMT	https://katsudoto.id/media/template/biasa-01/03/flower-02.png	C:/My%20Web%20Sites/wed1/katsudoto.id/media/template/biasa-01/03/flower-02.png	(from https://katsudoto.id/src/template/global.css?1666284641)
23:51:47	9266/9266	---M--	200	added ('OK')	image/png	date:Thu,%2020%20May%202021%2013:35:57%20GMT	https://katsudoto.id/media/template/biasa-01/03/line-01.png	C:/My%20Web%20Sites/wed1/katsudoto.id/media/template/biasa-01/03/line-01.png	(from https://katsudoto.id/src/template/global.css?1666284641)
23:51:47	9007/9007	---M--	200	added ('OK')	image/png	date:Thu,%2020%20May%202021%2013:35:58%20GMT	https://katsudoto.id/media/template/biasa-01/03/line-02.png	C:/My%20Web%20Sites/wed1/katsudoto.id/media/template/biasa-01/03/line-02.png	(from https://katsudoto.id/src/template/global.css?1666284641)
23:51:47	6191/6191	---M--	200	added ('OK')	image/png	date:Thu,%2020%20May%202021%2013:35:56%20GMT	https://katsudoto.id/media/template/biasa-01/03/line-01-md.png	C:/My%20Web%20Sites/wed1/katsudoto.id/media/template/biasa-01/03/line-01-md.png	(from https://katsudoto.id/src/template/global.css?1666284641)
23:51:47	7399/7399	---M--	200	added ('OK')	image/png	date:Thu,%2020%20May%202021%2013:35:57%20GMT	https://katsudoto.id/media/template/biasa-01/03/line-02-md.png	C:/My%20Web%20Sites/wed1/katsudoto.id/media/template/biasa-01/03/line-02-md.png	(from https://katsudoto.id/src/template/global.css?1666284641)
23:51:48	10713/10713	---M--	200	added ('OK')	image/png	date:Thu,%2020%20May%202021%2013:36:00%20GMT	https://katsudoto.id/media/template/biasa-01/03/orn-01.png	C:/My%20Web%20Sites/wed1/katsudoto.id/media/template/biasa-01/03/orn-01.png	(from https://katsudoto.id/src/template/global.css?1666284641)
23:51:48	229865/229865	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Aug%202021%2004:57:50%20GMT	https://katsudoto.id/media/template/biasa-01/03/bg-lg-01.jpg	C:/My%20Web%20Sites/wed1/katsudoto.id/media/template/biasa-01/03/bg-lg-01.jpg	(from https://katsudoto.id/src/template/global.css?1666284641)
23:51:49	77881/77881	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Aug%202021%2004:57:50%20GMT	https://katsudoto.id/media/template/biasa-01/03/bg-sm-01.jpg	C:/My%20Web%20Sites/wed1/katsudoto.id/media/template/biasa-01/03/bg-sm-01.jpg	(from https://katsudoto.id/src/template/global.css?1666284641)
23:51:50	116928/116928	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Aug%202021%2004:57:50%20GMT	https://katsudoto.id/media/template/biasa-01/03/bg-md-01.jpg	C:/My%20Web%20Sites/wed1/katsudoto.id/media/template/biasa-01/03/bg-md-01.jpg	(from https://katsudoto.id/src/template/global.css?1666284641)
23:51:50	12389/12389	---M--	200	added ('OK')	image/png	date:Thu,%2020%20May%202021%2013:39:15%20GMT	https://katsudoto.id/media/template/nanda/01/orn-01.png	C:/My%20Web%20Sites/wed1/katsudoto.id/media/template/nanda/01/orn-01.png	(from https://katsudoto.id/src/template/global.css?1666284641)
23:51:50	12298/12298	---M--	200	added ('OK')	image/png	date:Thu,%2020%20May%202021%2013:39:17%20GMT	https://katsudoto.id/media/template/nanda/01/orn-02.png	C:/My%20Web%20Sites/wed1/katsudoto.id/media/template/nanda/01/orn-02.png	(from https://katsudoto.id/src/template/global.css?1666284641)
23:51:50	3565/3565	---M--	200	added ('OK')	image/png	date:Thu,%2020%20May%202021%2013:39:18%20GMT	https://katsudoto.id/media/template/nanda/01/orn-03.png	C:/My%20Web%20Sites/wed1/katsudoto.id/media/template/nanda/01/orn-03.png	(from https://katsudoto.id/src/template/global.css?1666284641)
23:51:50	12645/12645	---M--	200	added ('OK')	image/png	date:Thu,%2020%20May%202021%2013:39:20%20GMT	https://katsudoto.id/media/template/nanda/01/orn-04.png	C:/My%20Web%20Sites/wed1/katsudoto.id/media/template/nanda/01/orn-04.png	(from https://katsudoto.id/src/template/global.css?1666284641)
23:51:51	12659/12659	---M--	200	added ('OK')	image/png	date:Thu,%2020%20May%202021%2013:39:21%20GMT	https://katsudoto.id/media/template/nanda/01/orn-05.png	C:/My%20Web%20Sites/wed1/katsudoto.id/media/template/nanda/01/orn-05.png	(from https://katsudoto.id/src/template/global.css?1666284641)
23:51:51	11600/11600	---M--	200	added ('OK')	image/png	date:Thu,%2020%20May%202021%2013:39:22%20GMT	https://katsudoto.id/media/template/nanda/01/orn-06.png	C:/My%20Web%20Sites/wed1/katsudoto.id/media/template/nanda/01/orn-06.png	(from https://katsudoto.id/src/template/global.css?1666284641)
23:51:51	6388/6388	---M--	200	added ('OK')	image/png	date:Thu,%2020%20May%202021%2013:39:23%20GMT	https://katsudoto.id/media/template/nanda/01/orn-07.png	C:/My%20Web%20Sites/wed1/katsudoto.id/media/template/nanda/01/orn-07.png	(from https://katsudoto.id/src/template/global.css?1666284641)
23:51:57	27675/27675	---M--	200	added ('OK')	image/png	date:Thu,%2020%20May%202021%2013:39:24%20GMT	https://katsudoto.id/media/template/nanda/01/orn-08.png	C:/My%20Web%20Sites/wed1/katsudoto.id/media/template/nanda/01/orn-08.png	(from https://katsudoto.id/src/template/global.css?1666284641)
23:51:57	25272/25272	---M--	200	added ('OK')	image/png	date:Thu,%2020%20May%202021%2013:39:27%20GMT	https://katsudoto.id/media/template/nanda/01/orn-cover-desktop.png	C:/My%20Web%20Sites/wed1/katsudoto.id/media/template/nanda/01/orn-cover-desktop.png	(from https://katsudoto.id/src/template/global.css?1666284641)
23:51:58	27462/27462	---M--	200	added ('OK')	image/png	date:Thu,%2020%20May%202021%2013:39:30%20GMT	https://katsudoto.id/media/template/nanda/01/orn-cover-tablet.png	C:/My%20Web%20Sites/wed1/katsudoto.id/media/template/nanda/01/orn-cover-tablet.png	(from https://katsudoto.id/src/template/global.css?1666284641)
23:51:58	31649/31649	---M--	200	added ('OK')	image/png	date:Thu,%2020%20May%202021%2013:39:28%20GMT	https://katsudoto.id/media/template/nanda/01/orn-cover-mobile.png	C:/My%20Web%20Sites/wed1/katsudoto.id/media/template/nanda/01/orn-cover-mobile.png	(from https://katsudoto.id/src/template/global.css?1666284641)
23:52:00	149125/149125	---M--	200	added ('OK')	image/png	date:Thu,%2020%20May%202021%2013:39:08%20GMT	https://katsudoto.id/media/template/nanda/01/bg-cover.png	C:/My%20Web%20Sites/wed1/katsudoto.id/media/template/nanda/01/bg-cover.png	(from https://katsudoto.id/src/template/global.css?1666284641)
23:52:00	69202/69202	---M--	200	added ('OK')	image/png	date:Thu,%2020%20May%202021%2013:39:06%20GMT	https://katsudoto.id/media/template/nanda/01/bg-countdown.png	C:/My%20Web%20Sites/wed1/katsudoto.id/media/template/nanda/01/bg-countdown.png	(from https://katsudoto.id/src/template/global.css?1666284641)
23:52:00	173456/173456	---M--	200	added ('OK')	image/png	date:Thu,%2020%20May%202021%2013:39:07%20GMT	https://katsudoto.id/media/template/nanda/01/bg-cover-mobile.png	C:/My%20Web%20Sites/wed1/katsudoto.id/media/template/nanda/01/bg-cover-mobile.png	(from https://katsudoto.id/src/template/global.css?1666284641)
23:52:00	8485/8485	---M--	200	added ('OK')	image/png	date:Thu,%2020%20May%202021%2013:39:08%20GMT	https://katsudoto.id/media/template/nanda/01/bg-groom.png	C:/My%20Web%20Sites/wed1/katsudoto.id/media/template/nanda/01/bg-groom.png	(from https://katsudoto.id/src/template/global.css?1666284641)
23:52:00	8930/8930	---M--	200	added ('OK')	image/png	date:Thu,%2020%20May%202021%2013:39:05%20GMT	https://katsudoto.id/media/template/nanda/01/bg-bride.png	C:/My%20Web%20Sites/wed1/katsudoto.id/media/template/nanda/01/bg-bride.png	(from https://katsudoto.id/src/template/global.css?1666284641)
23:52:01	206034/206034	---M--	200	added ('OK')	image/png	date:Thu,%2020%20May%202021%2013:39:35%20GMT	https://katsudoto.id/media/template/nanda/01/palace.png	C:/My%20Web%20Sites/wed1/katsudoto.id/media/template/nanda/01/palace.png	(from https://katsudoto.id/src/template/global.css?1666284641)
23:52:01	9635/9635	---M--	200	added ('OK')	image/png	date:Fri,%2006%20Aug%202021%2004:58:06%20GMT	https://katsudoto.id/media/template/details/music.png	C:/My%20Web%20Sites/wed1/katsudoto.id/media/template/details/music.png	(from https://katsudoto.id/src/template/global.css?1666284641)
